"record_id","incident_date","area_key","display_name","crime_type","time_of_day","day_of_week","incident_count","base_risk_score","latitude","longitude","population_band","poverty_index","unemployment_index"
"474","2024-04-15","sohrab-goth","Sohrab Goth","Drug Offense","day","Monday","9","3","25.001","67.122","medium","0.64","0.51"
"475","2024-04-15","sakhi-hasan","Sakhi Hasan","Drug Offense","night","Monday","9","2","24.955","67.064","medium","0.41","0.33"
"476","2024-04-15","defence-view","Defence View","Bike Snatching","night","Monday","7","1","24.821","67.021","medium","0.29","0.21"
"477","2024-04-15","kharadar","Kharadar","Mobile Snatching","night","Monday","9","2","24.846","67.004","medium","0.5","0.4"
"478","2024-04-15","site-area","SITE Area","Fraud","day","Monday","9","3","24.936","67","medium","0.61","0.5"
"479","2024-04-15","banaras","Banaras","Robbery","day","Monday","9","3","24.972","67.013","medium","0.65","0.53"
"480","2024-04-15","mehmoodabad","Mehmoodabad","Street Crime","night","Monday","9","2","24.8465","67.0588","high","0.47","0.37"
"481","2024-04-22","clifton","Clifton","Robbery","night","Monday","4","1","24.8138","67.0306","high","0.28","0.22"
"482","2024-04-22","dha","DHA","Drug Offense","night","Monday","4","1","24.8055","67.0672","high","0.25","0.19"
"483","2024-04-22","saddar","Saddar","Mobile Snatching","night","Monday","8","3","24.8547","67.0268","high","0.52","0.44"
"484","2024-04-22","gulshan","Gulshan","Assault","day","Monday","4","2","24.9207","67.0862","high","0.41","0.33"
"485","2024-04-22","gulistan-e-johar","Gulistan-e-Johar","Assault","day","Monday","4","2","24.92","67.1344","high","0.43","0.35"
"486","2024-04-22","nazimabad","Nazimabad","Bike Snatching","day","Monday","4","2","24.9262","67.0407","high","0.47","0.38"
"487","2024-04-22","north-nazimabad","North Nazimabad","Bike Snatching","night","Monday","4","1","24.9388","67.0453","medium","0.34","0.28"
"488","2024-04-22","lyari","Lyari","Mobile Snatching","night","Monday","8","3","24.8607","66.9904","medium","0.68","0.52"
"489","2024-04-22","malir","Malir","Robbery","day","Monday","4","2","24.8937","67.1984","high","0.49","0.41"
"490","2024-04-22","korangi","Korangi","Kidnapping","day","Monday","4","2","24.8323","67.1474","high","0.51","0.43"
"491","2024-04-22","landhi","Landhi","Street Crime","night","Monday","8","3","24.84","67.19","high","0.58","0.46"
"492","2024-04-22","orangi-town","Orangi Town","Robbery","night","Monday","8","3","24.9519","66.9698","high","0.69","0.55"
"493","2024-04-22","baldia-town","Baldia Town","Street Crime","night","Monday","8","3","24.9383","66.9448","high","0.66","0.53"
"494","2024-04-22","keamari","Keamari","Street Crime","night","Monday","8","3","24.815","66.975","medium","0.63","0.5"
"495","2024-04-22","garden","Garden","Kidnapping","day","Monday","4","2","24.8733","67.0167","medium","0.46","0.37"
"496","2024-04-22","fb-area","FB Area","Assault","day","Monday","4","2","24.933","67.07","high","0.39","0.31"
"497","2024-04-22","gulberg","Gulberg","Burglary","day","Monday","4","2","24.905","67.05","high","0.44","0.36"
"498","2024-04-22","shah-faisal","Shah Faisal","Drug Offense","day","Monday","4","2","24.884","67.162","high","0.48","0.39"
"499","2024-04-22","pechs","PECHS","Kidnapping","night","Monday","4","1","24.8775","67.0746","high","0.31","0.24"
"500","2024-04-22","jamshed-town","Jamshed Town","Robbery","day","Monday","4","2","24.879","67.058","high","0.42","0.34"
"501","2024-04-22","surjani-town","Surjani Town","Mobile Snatching","night","Monday","8","3","25.002","67.066","high","0.62","0.49"
"502","2024-04-22","new-karachi","New Karachi","Assault","night","Monday","8","3","24.985","67.062","high","0.6","0.48"
"503","2024-04-22","scheme-33","Scheme 33","Vehicle Theft","day","Monday","4","2","24.956","67.153","medium","0.45","0.36"
"504","2024-04-22","sohrab-goth","Sohrab Goth","Fraud","night","Monday","8","3","25.001","67.122","medium","0.64","0.51"
"505","2024-04-22","sakhi-hasan","Sakhi Hasan","Fraud","day","Monday","4","2","24.955","67.064","medium","0.41","0.33"
"506","2024-04-22","defence-view","Defence View","Burglary","night","Monday","4","1","24.821","67.021","medium","0.29","0.21"
"507","2024-04-22","kharadar","Kharadar","Vehicle Theft","day","Monday","4","2","24.846","67.004","medium","0.5","0.4"
"508","2024-04-22","site-area","SITE Area","Kidnapping","night","Monday","8","3","24.936","67","medium","0.61","0.5"
"509","2024-04-22","banaras","Banaras","Assault","night","Monday","8","3","24.972","67.013","medium","0.65","0.53"
"510","2024-04-22","mehmoodabad","Mehmoodabad","Mobile Snatching","day","Monday","4","2","24.8465","67.0588","high","0.47","0.37"
"511","2024-04-29","clifton","Clifton","Assault","day","Monday","3","1","24.8138","67.0306","high","0.28","0.22"
"512","2024-04-29","dha","DHA","Fraud","day","Monday","3","1","24.8055","67.0672","high","0.25","0.19"
"513","2024-04-29","saddar","Saddar","Vehicle Theft","night","Monday","9","3","24.8547","67.0268","high","0.52","0.44"
"514","2024-04-29","gulshan","Gulshan","Drug Offense","night","Monday","7","2","24.9207","67.0862","high","0.41","0.33"
"515","2024-04-29","gulistan-e-johar","Gulistan-e-Johar","Drug Offense","night","Monday","7","2","24.92","67.1344","high","0.43","0.35"
"516","2024-04-29","nazimabad","Nazimabad","Burglary","night","Monday","7","2","24.9262","67.0407","high","0.47","0.38"
"517","2024-04-29","north-nazimabad","North Nazimabad","Burglary","day","Monday","3","1","24.9388","67.0453","medium","0.34","0.28"
"518","2024-04-29","lyari","Lyari","Vehicle Theft","night","Monday","9","3","24.8607","66.9904","medium","0.68","0.52"
"519","2024-04-29","malir","Malir","Assault","night","Monday","7","2","24.8937","67.1984","high","0.49","0.41"
"520","2024-04-29","korangi","Korangi","Street Crime","night","Monday","7","2","24.8323","67.1474","high","0.51","0.43"
"521","2024-04-29","landhi","Landhi","Mobile Snatching","night","Monday","9","3","24.84","67.19","high","0.58","0.46"
"522","2024-04-29","orangi-town","Orangi Town","Assault","night","Monday","9","3","24.9519","66.9698","high","0.69","0.55"
"523","2024-04-29","baldia-town","Baldia Town","Mobile Snatching","night","Monday","9","3","24.9383","66.9448","high","0.66","0.53"
"524","2024-04-29","keamari","Keamari","Mobile Snatching","night","Monday","9","3","24.815","66.975","medium","0.63","0.5"
"525","2024-04-29","garden","Garden","Street Crime","night","Monday","7","2","24.8733","67.0167","medium","0.46","0.37"
"526","2024-04-29","fb-area","FB Area","Drug Offense","night","Monday","7","2","24.933","67.07","high","0.39","0.31"
"527","2024-04-29","gulberg","Gulberg","Robbery","night","Monday","7","2","24.905","67.05","high","0.44","0.36"
"528","2024-04-29","shah-faisal","Shah Faisal","Fraud","night","Monday","7","2","24.884","67.162","high","0.48","0.39"
"529","2024-04-29","pechs","PECHS","Street Crime","day","Monday","3","1","24.8775","67.0746","high","0.31","0.24"
"530","2024-04-29","jamshed-town","Jamshed Town","Assault","night","Monday","7","2","24.879","67.058","high","0.42","0.34"
"531","2024-04-29","surjani-town","Surjani Town","Vehicle Theft","night","Monday","9","3","25.002","67.066","high","0.62","0.49"
"532","2024-04-29","new-karachi","New Karachi","Drug Offense","night","Monday","9","3","24.985","67.062","high","0.6","0.48"
"533","2024-04-29","scheme-33","Scheme 33","Bike Snatching","night","Monday","7","2","24.956","67.153","medium","0.45","0.36"
"534","2024-04-29","sohrab-goth","Sohrab Goth","Kidnapping","night","Monday","9","3","25.001","67.122","medium","0.64","0.51"
"535","2024-04-29","sakhi-hasan","Sakhi Hasan","Kidnapping","night","Monday","7","2","24.955","67.064","medium","0.41","0.33"
"536","2024-04-29","defence-view","Defence View","Robbery","day","Monday","3","1","24.821","67.021","medium","0.29","0.21"
"537","2024-04-29","kharadar","Kharadar","Bike Snatching","night","Monday","7","2","24.846","67.004","medium","0.5","0.4"
"538","2024-04-29","site-area","SITE Area","Street Crime","night","Monday","9","3","24.936","67","medium","0.61","0.5"
"539","2024-04-29","banaras","Banaras","Drug Offense","night","Monday","9","3","24.972","67.013","medium","0.65","0.53"
"540","2024-04-29","mehmoodabad","Mehmoodabad","Vehicle Theft","night","Monday","7","2","24.8465","67.0588","high","0.47","0.37"
"541","2024-05-06","clifton","Clifton","Drug Offense","night","Monday","6","1","24.8138","67.0306","high","0.28","0.22"
"542","2024-05-06","dha","DHA","Kidnapping","night","Monday","6","1","24.8055","67.0672","high","0.25","0.19"
"543","2024-05-06","saddar","Saddar","Bike Snatching","day","Monday","8","3","24.8547","67.0268","high","0.52","0.44"
"544","2024-05-06","gulshan","Gulshan","Fraud","night","Monday","8","2","24.9207","67.0862","high","0.41","0.33"
"545","2024-05-06","gulistan-e-johar","Gulistan-e-Johar","Fraud","night","Monday","8","2","24.92","67.1344","high","0.43","0.35"
"546","2024-05-06","nazimabad","Nazimabad","Robbery","night","Monday","8","2","24.9262","67.0407","high","0.47","0.38"
"547","2024-05-06","north-nazimabad","North Nazimabad","Robbery","night","Monday","6","1","24.9388","67.0453","medium","0.34","0.28"
"548","2024-05-06","lyari","Lyari","Bike Snatching","day","Monday","8","3","24.8607","66.9904","medium","0.68","0.52"
"549","2024-05-06","malir","Malir","Drug Offense","night","Monday","8","2","24.8937","67.1984","high","0.49","0.41"
"550","2024-05-06","korangi","Korangi","Mobile Snatching","night","Monday","8","2","24.8323","67.1474","high","0.51","0.43"
"551","2024-05-06","landhi","Landhi","Vehicle Theft","day","Monday","8","3","24.84","67.19","high","0.58","0.46"
"552","2024-05-06","orangi-town","Orangi Town","Drug Offense","day","Monday","8","3","24.9519","66.9698","high","0.69","0.55"
"553","2024-05-06","baldia-town","Baldia Town","Vehicle Theft","day","Monday","8","3","24.9383","66.9448","high","0.66","0.53"
"554","2024-05-06","keamari","Keamari","Vehicle Theft","day","Monday","8","3","24.815","66.975","medium","0.63","0.5"
"555","2024-05-06","garden","Garden","Mobile Snatching","night","Monday","8","2","24.8733","67.0167","medium","0.46","0.37"
"556","2024-05-06","fb-area","FB Area","Fraud","night","Monday","8","2","24.933","67.07","high","0.39","0.31"
"557","2024-05-06","gulberg","Gulberg","Assault","night","Monday","8","2","24.905","67.05","high","0.44","0.36"
"558","2024-05-06","shah-faisal","Shah Faisal","Kidnapping","night","Monday","8","2","24.884","67.162","high","0.48","0.39"
"559","2024-05-06","pechs","PECHS","Mobile Snatching","night","Monday","6","1","24.8775","67.0746","high","0.31","0.24"
"560","2024-05-06","jamshed-town","Jamshed Town","Drug Offense","night","Monday","8","2","24.879","67.058","high","0.42","0.34"
"561","2024-05-06","surjani-town","Surjani Town","Bike Snatching","day","Monday","8","3","25.002","67.066","high","0.62","0.49"
"562","2024-05-06","new-karachi","New Karachi","Fraud","day","Monday","8","3","24.985","67.062","high","0.6","0.48"
"563","2024-05-06","scheme-33","Scheme 33","Burglary","night","Monday","8","2","24.956","67.153","medium","0.45","0.36"
"564","2024-05-06","sohrab-goth","Sohrab Goth","Street Crime","day","Monday","8","3","25.001","67.122","medium","0.64","0.51"
"565","2024-05-06","sakhi-hasan","Sakhi Hasan","Street Crime","night","Monday","8","2","24.955","67.064","medium","0.41","0.33"
"566","2024-05-06","defence-view","Defence View","Assault","night","Monday","6","1","24.821","67.021","medium","0.29","0.21"
"567","2024-05-06","kharadar","Kharadar","Burglary","night","Monday","8","2","24.846","67.004","medium","0.5","0.4"
"568","2024-05-06","site-area","SITE Area","Mobile Snatching","day","Monday","8","3","24.936","67","medium","0.61","0.5"
"569","2024-05-06","banaras","Banaras","Fraud","day","Monday","8","3","24.972","67.013","medium","0.65","0.53"
"570","2024-05-06","mehmoodabad","Mehmoodabad","Bike Snatching","night","Monday","8","2","24.8465","67.0588","high","0.47","0.37"
"571","2024-05-13","clifton","Clifton","Fraud","night","Monday","7","1","24.8138","67.0306","high","0.28","0.22"
"572","2024-05-13","dha","DHA","Street Crime","night","Monday","7","1","24.8055","67.0672","high","0.25","0.19"
"573","2024-05-13","saddar","Saddar","Burglary","night","Monday","11","3","24.8547","67.0268","high","0.52","0.44"
"574","2024-05-13","gulshan","Gulshan","Kidnapping","day","Monday","7","2","24.9207","67.0862","high","0.41","0.33"
"575","2024-05-13","gulistan-e-johar","Gulistan-e-Johar","Kidnapping","day","Monday","7","2","24.92","67.1344","high","0.43","0.35"
"576","2024-05-13","nazimabad","Nazimabad","Assault","day","Monday","7","2","24.9262","67.0407","high","0.47","0.38"
"577","2024-05-13","north-nazimabad","North Nazimabad","Assault","night","Monday","7","1","24.9388","67.0453","medium","0.34","0.28"
"578","2024-05-13","lyari","Lyari","Burglary","night","Monday","11","3","24.8607","66.9904","medium","0.68","0.52"
"579","2024-05-13","malir","Malir","Fraud","day","Monday","7","2","24.8937","67.1984","high","0.49","0.41"
"580","2024-05-13","korangi","Korangi","Vehicle Theft","day","Monday","7","2","24.8323","67.1474","high","0.51","0.43"
"581","2024-05-13","landhi","Landhi","Bike Snatching","night","Monday","11","3","24.84","67.19","high","0.58","0.46"
"582","2024-05-13","orangi-town","Orangi Town","Fraud","night","Monday","11","3","24.9519","66.9698","high","0.69","0.55"
"583","2024-05-13","baldia-town","Baldia Town","Bike Snatching","night","Monday","11","3","24.9383","66.9448","high","0.66","0.53"
"584","2024-05-13","keamari","Keamari","Bike Snatching","night","Monday","11","3","24.815","66.975","medium","0.63","0.5"
"585","2024-05-13","garden","Garden","Vehicle Theft","day","Monday","7","2","24.8733","67.0167","medium","0.46","0.37"
"586","2024-05-13","fb-area","FB Area","Kidnapping","day","Monday","7","2","24.933","67.07","high","0.39","0.31"
"587","2024-05-13","gulberg","Gulberg","Drug Offense","day","Monday","7","2","24.905","67.05","high","0.44","0.36"
"588","2024-05-13","shah-faisal","Shah Faisal","Street Crime","day","Monday","7","2","24.884","67.162","high","0.48","0.39"
"589","2024-05-13","pechs","PECHS","Vehicle Theft","night","Monday","7","1","24.8775","67.0746","high","0.31","0.24"
"590","2024-05-13","jamshed-town","Jamshed Town","Fraud","day","Monday","7","2","24.879","67.058","high","0.42","0.34"
"591","2024-05-13","surjani-town","Surjani Town","Burglary","night","Monday","11","3","25.002","67.066","high","0.62","0.49"
"592","2024-05-13","new-karachi","New Karachi","Kidnapping","night","Monday","11","3","24.985","67.062","high","0.6","0.48"
"593","2024-05-13","scheme-33","Scheme 33","Robbery","day","Monday","7","2","24.956","67.153","medium","0.45","0.36"
"594","2024-05-13","sohrab-goth","Sohrab Goth","Mobile Snatching","night","Monday","11","3","25.001","67.122","medium","0.64","0.51"
"595","2024-05-13","sakhi-hasan","Sakhi Hasan","Mobile Snatching","day","Monday","7","2","24.955","67.064","medium","0.41","0.33"
"596","2024-05-13","defence-view","Defence View","Drug Offense","night","Monday","7","1","24.821","67.021","medium","0.29","0.21"
"597","2024-05-13","kharadar","Kharadar","Robbery","day","Monday","7","2","24.846","67.004","medium","0.5","0.4"
"598","2024-05-13","site-area","SITE Area","Vehicle Theft","night","Monday","11","3","24.936","67","medium","0.61","0.5"
"599","2024-05-13","banaras","Banaras","Kidnapping","night","Monday","11","3","24.972","67.013","medium","0.65","0.53"
"600","2024-05-13","mehmoodabad","Mehmoodabad","Burglary","day","Monday","7","2","24.8465","67.0588","high","0.47","0.37"
"601","2024-05-20","clifton","Clifton","Kidnapping","day","Monday","2","1","24.8138","67.0306","high","0.28","0.22"
"602","2024-05-20","dha","DHA","Mobile Snatching","day","Monday","2","1","24.8055","67.0672","high","0.25","0.19"
"603","2024-05-20","saddar","Saddar","Robbery","night","Monday","8","3","24.8547","67.0268","high","0.52","0.44"
"604","2024-05-20","gulshan","Gulshan","Street Crime","night","Monday","6","2","24.9207","67.0862","high","0.41","0.33"
"605","2024-05-20","gulistan-e-johar","Gulistan-e-Johar","Street Crime","night","Monday","6","2","24.92","67.1344","high","0.43","0.35"
"606","2024-05-20","nazimabad","Nazimabad","Drug Offense","night","Monday","6","2","24.9262","67.0407","high","0.47","0.38"
"607","2024-05-20","north-nazimabad","North Nazimabad","Drug Offense","day","Monday","2","1","24.9388","67.0453","medium","0.34","0.28"
"608","2024-05-20","lyari","Lyari","Robbery","night","Monday","8","3","24.8607","66.9904","medium","0.68","0.52"
"609","2024-05-20","malir","Malir","Kidnapping","night","Monday","6","2","24.8937","67.1984","high","0.49","0.41"
"610","2024-05-20","korangi","Korangi","Bike Snatching","night","Monday","6","2","24.8323","67.1474","high","0.51","0.43"
"611","2024-05-20","landhi","Landhi","Burglary","night","Monday","8","3","24.84","67.19","high","0.58","0.46"
"612","2024-05-20","orangi-town","Orangi Town","Kidnapping","night","Monday","8","3","24.9519","66.9698","high","0.69","0.55"
"613","2024-05-20","baldia-town","Baldia Town","Burglary","night","Monday","8","3","24.9383","66.9448","high","0.66","0.53"
"614","2024-05-20","keamari","Keamari","Burglary","night","Monday","8","3","24.815","66.975","medium","0.63","0.5"
"615","2024-05-20","garden","Garden","Bike Snatching","night","Monday","6","2","24.8733","67.0167","medium","0.46","0.37"
"616","2024-05-20","fb-area","FB Area","Street Crime","night","Monday","6","2","24.933","67.07","high","0.39","0.31"
"617","2024-05-20","gulberg","Gulberg","Fraud","night","Monday","6","2","24.905","67.05","high","0.44","0.36"
"618","2024-05-20","shah-faisal","Shah Faisal","Mobile Snatching","night","Monday","6","2","24.884","67.162","high","0.48","0.39"
"619","2024-05-20","pechs","PECHS","Bike Snatching","day","Monday","2","1","24.8775","67.0746","high","0.31","0.24"
"620","2024-05-20","jamshed-town","Jamshed Town","Kidnapping","night","Monday","6","2","24.879","67.058","high","0.42","0.34"
"621","2024-05-20","surjani-town","Surjani Town","Robbery","night","Monday","8","3","25.002","67.066","high","0.62","0.49"
"622","2024-05-20","new-karachi","New Karachi","Street Crime","night","Monday","8","3","24.985","67.062","high","0.6","0.48"
"623","2024-05-20","scheme-33","Scheme 33","Assault","night","Monday","6","2","24.956","67.153","medium","0.45","0.36"
"624","2024-05-20","sohrab-goth","Sohrab Goth","Vehicle Theft","night","Monday","8","3","25.001","67.122","medium","0.64","0.51"
"625","2024-05-20","sakhi-hasan","Sakhi Hasan","Vehicle Theft","night","Monday","6","2","24.955","67.064","medium","0.41","0.33"
"626","2024-05-20","defence-view","Defence View","Fraud","day","Monday","2","1","24.821","67.021","medium","0.29","0.21"
"627","2024-05-20","kharadar","Kharadar","Assault","night","Monday","6","2","24.846","67.004","medium","0.5","0.4"
"628","2024-05-20","site-area","SITE Area","Bike Snatching","night","Monday","8","3","24.936","67","medium","0.61","0.5"
"629","2024-05-20","banaras","Banaras","Street Crime","night","Monday","8","3","24.972","67.013","medium","0.65","0.53"
"630","2024-05-20","mehmoodabad","Mehmoodabad","Robbery","night","Monday","6","2","24.8465","67.0588","high","0.47","0.37"
"631","2024-05-27","clifton","Clifton","Street Crime","night","Monday","5","1","24.8138","67.0306","high","0.28","0.22"
"632","2024-05-27","dha","DHA","Vehicle Theft","night","Monday","5","1","24.8055","67.0672","high","0.25","0.19"
"633","2024-05-27","saddar","Saddar","Assault","day","Monday","7","3","24.8547","67.0268","high","0.52","0.44"
"634","2024-05-27","gulshan","Gulshan","Mobile Snatching","night","Monday","7","2","24.9207","67.0862","high","0.41","0.33"
"635","2024-05-27","gulistan-e-johar","Gulistan-e-Johar","Mobile Snatching","night","Monday","7","2","24.92","67.1344","high","0.43","0.35"
"636","2024-05-27","nazimabad","Nazimabad","Fraud","night","Monday","7","2","24.9262","67.0407","high","0.47","0.38"
"637","2024-05-27","north-nazimabad","North Nazimabad","Fraud","night","Monday","5","1","24.9388","67.0453","medium","0.34","0.28"
"638","2024-05-27","lyari","Lyari","Assault","day","Monday","7","3","24.8607","66.9904","medium","0.68","0.52"
"639","2024-05-27","malir","Malir","Street Crime","night","Monday","7","2","24.8937","67.1984","high","0.49","0.41"
"640","2024-05-27","korangi","Korangi","Burglary","night","Monday","7","2","24.8323","67.1474","high","0.51","0.43"
"641","2024-05-27","landhi","Landhi","Robbery","day","Monday","7","3","24.84","67.19","high","0.58","0.46"
"642","2024-05-27","orangi-town","Orangi Town","Street Crime","day","Monday","7","3","24.9519","66.9698","high","0.69","0.55"
"643","2024-05-27","baldia-town","Baldia Town","Robbery","day","Monday","7","3","24.9383","66.9448","high","0.66","0.53"
"644","2024-05-27","keamari","Keamari","Robbery","day","Monday","7","3","24.815","66.975","medium","0.63","0.5"
"645","2024-05-27","garden","Garden","Burglary","night","Monday","7","2","24.8733","67.0167","medium","0.46","0.37"
"646","2024-05-27","fb-area","FB Area","Mobile Snatching","night","Monday","7","2","24.933","67.07","high","0.39","0.31"
"647","2024-05-27","gulberg","Gulberg","Kidnapping","night","Monday","7","2","24.905","67.05","high","0.44","0.36"
"648","2024-05-27","shah-faisal","Shah Faisal","Vehicle Theft","night","Monday","7","2","24.884","67.162","high","0.48","0.39"
"649","2024-05-27","pechs","PECHS","Burglary","night","Monday","5","1","24.8775","67.0746","high","0.31","0.24"
"650","2024-05-27","jamshed-town","Jamshed Town","Street Crime","night","Monday","7","2","24.879","67.058","high","0.42","0.34"
"651","2024-05-27","surjani-town","Surjani Town","Assault","day","Monday","7","3","25.002","67.066","high","0.62","0.49"
"652","2024-05-27","new-karachi","New Karachi","Mobile Snatching","day","Monday","7","3","24.985","67.062","high","0.6","0.48"
"653","2024-05-27","scheme-33","Scheme 33","Drug Offense","night","Monday","7","2","24.956","67.153","medium","0.45","0.36"
"654","2024-05-27","sohrab-goth","Sohrab Goth","Bike Snatching","day","Monday","7","3","25.001","67.122","medium","0.64","0.51"
"655","2024-05-27","sakhi-hasan","Sakhi Hasan","Bike Snatching","night","Monday","7","2","24.955","67.064","medium","0.41","0.33"
"656","2024-05-27","defence-view","Defence View","Kidnapping","night","Monday","5","1","24.821","67.021","medium","0.29","0.21"
"657","2024-05-27","kharadar","Kharadar","Drug Offense","night","Monday","7","2","24.846","67.004","medium","0.5","0.4"
"658","2024-05-27","site-area","SITE Area","Burglary","day","Monday","7","3","24.936","67","medium","0.61","0.5"
"659","2024-05-27","banaras","Banaras","Mobile Snatching","day","Monday","7","3","24.972","67.013","medium","0.65","0.53"
"660","2024-05-27","mehmoodabad","Mehmoodabad","Assault","night","Monday","7","2","24.8465","67.0588","high","0.47","0.37"
"661","2024-06-03","clifton","Clifton","Mobile Snatching","night","Monday","6","1","24.8138","67.0306","high","0.28","0.22"
"662","2024-06-03","dha","DHA","Bike Snatching","night","Monday","6","1","24.8055","67.0672","high","0.25","0.19"
"663","2024-06-03","saddar","Saddar","Drug Offense","night","Monday","10","3","24.8547","67.0268","high","0.52","0.44"
"664","2024-06-03","gulshan","Gulshan","Vehicle Theft","day","Monday","6","2","24.9207","67.0862","high","0.41","0.33"
"665","2024-06-03","gulistan-e-johar","Gulistan-e-Johar","Vehicle Theft","day","Monday","6","2","24.92","67.1344","high","0.43","0.35"
"666","2024-06-03","nazimabad","Nazimabad","Kidnapping","day","Monday","6","2","24.9262","67.0407","high","0.47","0.38"
"667","2024-06-03","north-nazimabad","North Nazimabad","Kidnapping","night","Monday","6","1","24.9388","67.0453","medium","0.34","0.28"
"668","2024-06-03","lyari","Lyari","Drug Offense","night","Monday","10","3","24.8607","66.9904","medium","0.68","0.52"
"669","2024-06-03","malir","Malir","Mobile Snatching","day","Monday","6","2","24.8937","67.1984","high","0.49","0.41"
"670","2024-06-03","korangi","Korangi","Robbery","day","Monday","6","2","24.8323","67.1474","high","0.51","0.43"
"671","2024-06-03","landhi","Landhi","Assault","night","Monday","10","3","24.84","67.19","high","0.58","0.46"
"672","2024-06-03","orangi-town","Orangi Town","Mobile Snatching","night","Monday","10","3","24.9519","66.9698","high","0.69","0.55"
"673","2024-06-03","baldia-town","Baldia Town","Assault","night","Monday","10","3","24.9383","66.9448","high","0.66","0.53"
"674","2024-06-03","keamari","Keamari","Assault","night","Monday","10","3","24.815","66.975","medium","0.63","0.5"
"675","2024-06-03","garden","Garden","Robbery","day","Monday","6","2","24.8733","67.0167","medium","0.46","0.37"
"676","2024-06-03","fb-area","FB Area","Vehicle Theft","day","Monday","6","2","24.933","67.07","high","0.39","0.31"
"677","2024-06-03","gulberg","Gulberg","Street Crime","day","Monday","6","2","24.905","67.05","high","0.44","0.36"
"678","2024-06-03","shah-faisal","Shah Faisal","Bike Snatching","day","Monday","6","2","24.884","67.162","high","0.48","0.39"
"679","2024-06-03","pechs","PECHS","Robbery","night","Monday","6","1","24.8775","67.0746","high","0.31","0.24"
"680","2024-06-03","jamshed-town","Jamshed Town","Mobile Snatching","day","Monday","6","2","24.879","67.058","high","0.42","0.34"
"681","2024-06-03","surjani-town","Surjani Town","Drug Offense","night","Monday","10","3","25.002","67.066","high","0.62","0.49"
"682","2024-06-03","new-karachi","New Karachi","Vehicle Theft","night","Monday","10","3","24.985","67.062","high","0.6","0.48"
"683","2024-06-03","scheme-33","Scheme 33","Fraud","day","Monday","6","2","24.956","67.153","medium","0.45","0.36"
"684","2024-06-03","sohrab-goth","Sohrab Goth","Burglary","night","Monday","10","3","25.001","67.122","medium","0.64","0.51"
"685","2024-06-03","sakhi-hasan","Sakhi Hasan","Burglary","day","Monday","6","2","24.955","67.064","medium","0.41","0.33"
"686","2024-06-03","defence-view","Defence View","Street Crime","night","Monday","6","1","24.821","67.021","medium","0.29","0.21"
"687","2024-06-03","kharadar","Kharadar","Fraud","day","Monday","6","2","24.846","67.004","medium","0.5","0.4"
"688","2024-06-03","site-area","SITE Area","Robbery","night","Monday","10","3","24.936","67","medium","0.61","0.5"
"689","2024-06-03","banaras","Banaras","Vehicle Theft","night","Monday","10","3","24.972","67.013","medium","0.65","0.53"
"690","2024-06-03","mehmoodabad","Mehmoodabad","Drug Offense","day","Monday","6","2","24.8465","67.0588","high","0.47","0.37"
"691","2024-06-10","clifton","Clifton","Vehicle Theft","day","Monday","5","1","24.8138","67.0306","high","0.28","0.22"
"692","2024-06-10","dha","DHA","Burglary","day","Monday","5","1","24.8055","67.0672","high","0.25","0.19"
"693","2024-06-10","saddar","Saddar","Fraud","night","Monday","11","3","24.8547","67.0268","high","0.52","0.44"
"694","2024-06-10","gulshan","Gulshan","Bike Snatching","night","Monday","9","2","24.9207","67.0862","high","0.41","0.33"
"695","2024-06-10","gulistan-e-johar","Gulistan-e-Johar","Bike Snatching","night","Monday","9","2","24.92","67.1344","high","0.43","0.35"
"696","2024-06-10","nazimabad","Nazimabad","Street Crime","night","Monday","9","2","24.9262","67.0407","high","0.47","0.38"
"697","2024-06-10","north-nazimabad","North Nazimabad","Street Crime","day","Monday","5","1","24.9388","67.0453","medium","0.34","0.28"
"698","2024-06-10","lyari","Lyari","Fraud","night","Monday","11","3","24.8607","66.9904","medium","0.68","0.52"
"699","2024-06-10","malir","Malir","Vehicle Theft","night","Monday","9","2","24.8937","67.1984","high","0.49","0.41"
"700","2024-06-10","korangi","Korangi","Assault","night","Monday","9","2","24.8323","67.1474","high","0.51","0.43"
"701","2024-06-10","landhi","Landhi","Drug Offense","night","Monday","11","3","24.84","67.19","high","0.58","0.46"
"702","2024-06-10","orangi-town","Orangi Town","Vehicle Theft","night","Monday","11","3","24.9519","66.9698","high","0.69","0.55"
"703","2024-06-10","baldia-town","Baldia Town","Drug Offense","night","Monday","11","3","24.9383","66.9448","high","0.66","0.53"
"704","2024-06-10","keamari","Keamari","Drug Offense","night","Monday","11","3","24.815","66.975","medium","0.63","0.5"
"705","2024-06-10","garden","Garden","Assault","night","Monday","9","2","24.8733","67.0167","medium","0.46","0.37"
"706","2024-06-10","fb-area","FB Area","Bike Snatching","night","Monday","9","2","24.933","67.07","high","0.39","0.31"
"707","2024-06-10","gulberg","Gulberg","Mobile Snatching","night","Monday","9","2","24.905","67.05","high","0.44","0.36"
"708","2024-06-10","shah-faisal","Shah Faisal","Burglary","night","Monday","9","2","24.884","67.162","high","0.48","0.39"
"709","2024-06-10","pechs","PECHS","Assault","day","Monday","5","1","24.8775","67.0746","high","0.31","0.24"
"710","2024-06-10","jamshed-town","Jamshed Town","Vehicle Theft","night","Monday","9","2","24.879","67.058","high","0.42","0.34"
